,Total,v24_Con,v24_Lab,v24_LD,v24_Reform,v24_Green,EU_Remain,EU_Leave,Male,Female,Age_18_24,Age_25_49,Age_50_64,Age_65plus,NSEC_Higher,NSEC_Intermediate,NSEC_Routine,Eth_White,Eth_NonWhite,England,Wales,Scotland,North,Midlands,London,South
Con,18.058626019165825,58.3320756076433,5.990284115038169,5.448475831555174,4.251177629308247,2.013597605772367,17.9012827192584,21.632226672176245,17.160945402834958,19.235431189097646,8.55273400744451,14.255535660720952,17.507891668487797,27.390893606613183,19.84293590536775,19.985569684843615,17.33865162867156,18.165492322057318,15.956562322825842,19.01261069740074,14.16797997354795,9.90208474262973,15.633404500961346,20.923521736887462,19.513408381378262,20.480064967651277
Lab,18.546394585667354,7.0703847537655395,50.70568176305294,4.477464509782984,6.049913267827239,2.511146923091036,22.618198474986936,10.712290274925042,19.597231267979275,17.594757879863344,19.819911840242103,21.86925041409103,18.060904853071698,13.099846125879106,23.070019747320142,16.488449322008833,17.438863798653426,16.582128809455526,29.70678471563144,18.850500166988123,17.915501867346826,14.89404652712802,23.303564969854694,18.94827389259087,25.08140844468055,13.097454853043116
LD,12.351974497792781,2.9122333793239346,10.132862313595401,66.19806832802777,0.5728599463305286,5.556336705826719,20.70397006884074,5.991946782719316,11.080879343063799,13.766850802660421,10.67553940737241,11.380121541300916,12.633492576503812,14.271282704656729,15.524030682682879,11.384741688413417,9.061718782109223,12.289495747653874,12.906988295036614,12.942298047793708,6.851647514932399,8.14429208594981,9.777513389795372,8.121721802457268,11.934716715099789,18.11304603336984
Green,14.970822583654627,1.256971558705068,17.94026609316758,10.2186145561419,0.8139539004373413,81.234932937143,20.75285918810541,4.271315102813326,12.661039105387234,17.16407547251174,36.15467025776075,19.790291676248085,10.244775148579881,4.884406627736843,16.34010568636869,14.914100717561041,12.009559988033,13.162203645784047,26.310770179490596,15.716293889371318,8.847336722435339,10.122066903029285,16.785688935196713,14.173510636158404,20.50207018336766,13.688403676251188
Reform,27.248729482413292,26.756012037392974,11.179130297720846,9.056472823416135,79.54851463145962,3.108241048832248,9.321740238190856,48.31921242974702,31.049292946014567,23.45080333593695,16.477808070275383,23.011148620498282,32.09812995523025,32.975844705823135,17.9706749293525,31.254638757290245,33.40211330273379,30.80549898918536,10.106952869173984,28.35209558527455,26.23263604905387,17.64338119282821,29.77423274093896,31.485100868586617,18.23567999246956,29.763952676812032
SNP,3.265001686209501,0.6535864249059988,1.158311940374478,1.455085103985816,0.5336907693144031,2.565405282794819,4.887297070566851,1.785142579866812,3.091092223396912,3.37284071888925,3.8976199406686787,3.442279839806945,3.466978780587155,2.7443317001448966,2.6460108790600168,2.5599825950050272,4.214166967582811,4.0144793678604085,0.5838898337128815,0.37619000162937755,0.3704916590116708,35.97139480937302,0.371715733309068,0.371715733309068,0.3950911947263965,0.3723919806939011
PC,1.1350475047241948,0.4282195602520909,1.141435882095247,0.3501355902153768,0.18358427472592476,0.4893580983817378,1.18555360873683,0.7326977805942275,0.7802606396367741,1.2564948959137339,1.1085479425050166,1.3089322035983002,1.0950179886235794,0.7698131699692793,1.00222871374309,0.08606405894012938,1.0595151349368765,1.1983294642475848,0.6414359177115874,0.08666480576068807,23.16093198347479,0.07664692822930248,0.07617291209883352,0.0761729120988335,0.07609886031043758,0.1046165311432761
IND,4.423403640372433,2.590516678011081,1.7520275949553594,2.795683256874849,8.046305580596707,2.520981398158072,2.6290986313139872,6.555168377158018,4.579259071686487,4.158745705126914,3.313168533731163,4.942440043735494,4.89280902891584,3.8635813591768278,3.6039934561049516,3.326453175937696,5.4754103972793216,3.782371653755882,3.7866158664170637,4.663346805781486,2.4534742301971537,3.2460868108326215,4.277706817845023,5.8999824179114775,4.261526227967338,4.380069281035361
