state,county,year,winner,rep_votes,rep_pct,dem_votes,dem_pct,other_votes,other_pct
NE,Keya Paha,1908,R,422,50.06,354,41.99,67,7.95
NE,Keya Paha,1912,R,259,32.09,221,27.39,327,40.52
NE,Keya Paha,1916,R,316,39.75,401,50.44,78,9.81
NE,Keya Paha,1920,R,479,64.73,218,29.46,43,5.81
NE,Keya Paha,1924,R,504,41.48,251,20.66,460,37.86
NE,Keya Paha,1928,R,989,79.76,232,18.71,19,1.53
NE,Keya Paha,1932,R,675,50.52,645,48.28,16,1.2
NE,Keya Paha,1936,R,830,59.58,556,39.91,7,0.5
NE,Keya Paha,1940,R,1004,66.67,502,33.33,0,0
NE,Keya Paha,1944,R,781,70.04,334,29.96,0,0
NE,Keya Paha,1948,R,538,57.54,397,42.46,0,0
NE,Keya Paha,1952,R,785,79.05,208,20.95,0,0
NE,Keya Paha,1956,R,635,70.71,263,29.29,0,0
NE,Keya Paha,1960,R,646,72.83,241,27.17,0,0
NE,Keya Paha,1964,R,506,61.26,320,38.74,0,0
NE,Keya Paha,1968,R,531,76.96,109,15.8,50,7.25
NE,Keya Paha,1972,R,563,79.41,146,20.59,0,0
NE,Keya Paha,1976,R,405,60.72,245,36.73,17,2.55
NE,Keya Paha,1980,R,526,76.45,130,18.9,32,4.65
NE,Keya Paha,1984,R,507,79.84,128,20.16,0,0
NE,Keya Paha,1988,R,446,74.96,145,24.37,4,0.67
NE,Keya Paha,1992,R,368,58.32,105,16.64,158,25.04
NE,Keya Paha,1996,R,385,72.1,94,17.6,55,10.3
NE,Keya Paha,2000,R,422,82.26,78,15.2,13,2.53
NE,Keya Paha,2004,R,442,80.51,98,17.85,9,1.64
NE,Keya Paha,2008,R,409,76.74,115,21.58,9,1.69
NE,Keya Paha,2012,R,393,81.2,80,16.53,11,2.27
NE,Keya Paha,2016,R,460,88.63,40,7.71,19,3.66
NE,Keya Paha,2020,R,476,89.81,49,9.25,5,0.94
NE,Keya Paha,2024,R,500,91.74,44,8.07,1,0.18
NE,Kimball,1900,R,137,72.11,48,25.26,5,2.63
NE,Kimball,1904,R,143,80.34,20,11.24,15,8.43
NE,Kimball,1908,R,216,60.5,124,34.73,17,4.76
NE,Kimball,1912,R,73,17.85,109,26.65,227,55.5
NE,Kimball,1916,R,223,34.36,388,59.78,38,5.86
NE,Kimball,1920,R,910,70.05,339,26.1,50,3.85
NE,Kimball,1924,R,750,51.23,253,17.28,461,31.49
NE,Kimball,1928,R,1296,74.01,438,25.01,17,0.97
NE,Kimball,1932,R,793,37.58,1268,60.09,49,2.32
NE,Kimball,1936,R,842,41.44,1137,55.95,53,2.61
NE,Kimball,1940,R,1190,61.82,735,38.18,0,0
NE,Kimball,1944,R,1169,66.99,576,33.01,0,0
NE,Kimball,1948,R,1024,60.38,672,39.62,0,0
NE,Kimball,1952,R,1646,77.6,475,22.4,0,0
NE,Kimball,1956,R,1590,70.79,656,29.21,0,0
NE,Kimball,1960,R,2152,67.93,1016,32.07,0,0
NE,Kimball,1964,R,1573,55.88,1242,44.12,0,0
NE,Kimball,1968,R,1423,68.61,414,19.96,237,11.43
NE,Kimball,1972,R,1650,79.06,437,20.94,0,0
NE,Kimball,1976,R,1257,62.82,696,34.78,48,2.4
NE,Kimball,1980,R,1615,75.61,385,18.02,136,6.37
NE,Kimball,1984,R,1734,83.09,339,16.24,14,0.67
NE,Kimball,1988,R,1321,69.89,540,28.57,29,1.53
NE,Kimball,1992,R,931,52.04,408,22.81,450,25.15
NE,Kimball,1996,R,1011,56.67,527,29.54,246,13.79
NE,Kimball,2000,R,1379,75.77,379,20.82,62,3.41
NE,Kimball,2004,R,1491,79.44,366,19.5,20,1.07
NE,Kimball,2008,R,1346,74.32,439,24.24,26,1.44
NE,Kimball,2012,R,1235,73.21,395,23.41,57,3.38
NE,Kimball,2016,R,1330,79.31,230,13.71,117,6.98
NE,Kimball,2020,R,1563,83.27,268,14.28,46,2.45
NE,Kimball,2024,R,1424,82.69,272,15.8,26,1.51
NE,Knox,1900,R,1600,47.8,1630,48.7,117,3.5
NE,Knox,1904,R,2163,61.5,864,24.57,490,13.93
NE,Knox,1908,R,1871,45.67,2106,51.4,120,2.93
NE,Knox,1912,R,1028,26.58,1803,46.61,1037,26.81
NE,Knox,1916,R,1910,44.11,2329,53.79,91,2.1
NE,Knox,1920,R,3678,69.87,1470,27.93,116,2.2
NE,Knox,1924,R,2405,38.63,1532,24.61,2289,36.77
NE,Knox,1928,R,3668,55.46,2914,44.06,32,0.48
NE,Knox,1932,R,1830,25.67,5229,73.36,69,0.97
NE,Knox,1936,R,2949,38.89,4449,58.67,185,2.44
NE,Knox,1940,R,4352,57.79,3179,42.21,0,0
NE,Knox,1944,R,3762,60.2,2487,39.8,0,0
NE,Knox,1948,R,2778,51.68,2597,48.32,0,0
NE,Knox,1952,R,4840,75.47,1573,24.53,0,0
NE,Knox,1956,R,3814,64.38,2110,35.62,0,0
NE,Knox,1960,R,3847,64.45,2122,35.55,0,0
NE,Knox,1964,R,2752,51.26,2617,48.74,0,0
NE,Knox,1968,R,3129,68.2,1131,24.65,328,7.15
NE,Knox,1972,R,3318,72.02,1289,27.98,0,0
NE,Knox,1976,R,2610,56.08,1922,41.3,122,2.62
NE,Knox,1980,R,3404,71.08,1057,22.07,328,6.85
NE,Knox,1984,R,3364,73.77,1149,25.2,47,1.03
NE,Knox,1988,R,2644,63.76,1477,35.62,26,0.63
NE,Knox,1992,R,2113,49.55,968,22.7,1183,27.74
NE,Knox,1996,R,2123,53.91,1266,32.15,549,13.94
NE,Knox,2000,R,2784,69.98,1037,26.07,157,3.95
NE,Knox,2004,R,3062,72.68,1086,25.78,65,1.54
NE,Knox,2008,R,2728,66.8,1255,30.73,101,2.47
NE,Knox,2012,R,2885,71.48,1059,26.24,92,2.28
NE,Knox,2016,R,3188,77.47,720,17.5,207,5.03
NE,Knox,2020,R,3721,79.04,905,19.22,82,1.74
NE,Knox,2024,R,3593,80.78,786,17.67,69,1.55
NE,Lancaster,1880,R,3397,69.5,1381,28.25,110,2.25
NE,Lancaster,1884,R,4011,62.69,2180,34.07,207,3.24
NE,Lancaster,1888,R,5677,56.97,3508,35.2,780,7.83
NE,Lancaster,1892,R,5858,52.69,1283,11.54,3977,35.77
NE,Lancaster,1896,R,6513,52.17,5687,45.55,284,2.27
NE,Lancaster,1900,R,7465,55.27,5677,42.03,365,2.7
NE,Lancaster,1904,R,8167,70.77,1981,17.16,1393,12.07
NE,Lancaster,1908,R,7428,45.15,8540,51.91,485,2.95
NE,Lancaster,1912,R,2566,18.16,6708,47.47,4857,34.37
NE,Lancaster,1916,R,7042,42.2,9093,54.49,553,3.31
NE,Lancaster,1920,R,15638,62.58,8435,33.75,917,3.67
NE,Lancaster,1924,R,18061,54.4,11563,34.83,3575,10.77
NE,Lancaster,1928,R,30523,75.17,9840,24.23,242,0.6
NE,Lancaster,1932,R,20772,52.29,18190,45.79,761,1.92
NE,Lancaster,1936,R,20902,47.39,22366,50.71,838,1.9
NE,Lancaster,1940,R,27384,58.63,19321,41.37,0,0
NE,Lancaster,1944,R,26715,58.01,19338,41.99,0,0
NE,Lancaster,1948,R,23620,56.29,18338,43.71,0,0
NE,Lancaster,1952,R,36797,67.49,17728,32.51,0,0
NE,Lancaster,1956,R,35591,64.94,19217,35.06,0,0
NE,Lancaster,1960,R,37725,62.57,22564,37.43,0,0
NE,Lancaster,1964,R,23887,40.91,34503,59.09,0,0
NE,Lancaster,1968,R,33051,55.52,23539,39.54,2940,4.94
NE,Lancaster,1972,R,42573,62.15,25924,37.85,0,0
NE,Lancaster,1976,R,39041,56.47,28301,40.94,1789,2.59
NE,Lancaster,1980,R,38780,50.87,27162,35.63,10291,13.5
NE,Lancaster,1984,R,48778,59.31,32898,40,569,0.69
NE,Lancaster,1988,R,44744,49.87,44396,49.48,583,0.65
NE,Lancaster,1992,R,41590,39.46,41402,39.28,22407,21.26
NE,Lancaster,1996,R,44812,45.86,43339,44.36,9557,9.78
NE,Lancaster,2000,R,55514,51.82,44650,41.68,6968,6.5
NE,Lancaster,2004,R,69764,56.03,52747,42.36,1998,1.6
NE,Lancaster,2008,R,59398,46.59,65734,51.56,2358,1.85
NE,Lancaster,2012,R,62434,49.02,62015,48.69,2906,2.28
NE,Lancaster,2016,R,61588,45.21,61898,45.44,12737,9.35
NE,Lancaster,2020,R,70092,44.58,82293,52.34,4830,3.07
NE,Lancaster,2024,R,74215,46.75,81012,51.04,3507,2.21
NE,Lincoln,1900,R,1386,53.06,1169,44.75,57,2.18
NE,Lincoln,1904,R,1449,63.89,328,14.46,491,21.65
NE,Lincoln,1908,R,1541,48.43,1382,43.43,259,8.14
NE,Lincoln,1912,R,690,21.63,1129,35.39,1371,42.98
NE,Lincoln,1916,R,1309,34.61,2192,57.96,281,7.43
NE,Lincoln,1920,R,3342,57.4,1896,32.57,584,10.03
NE,Lincoln,1924,R,2857,40.94,1373,19.67,2749,39.39
NE,Lincoln,1928,R,5946,70.58,2381,28.26,98,1.16
NE,Lincoln,1932,R,3082,32.68,6047,64.12,302,3.2
NE,Lincoln,1936,R,3857,35.73,6742,62.45,197,1.82
NE,Lincoln,1940,R,5908,54.36,4960,45.64,0,0
NE,Lincoln,1944,R,5969,57.88,4344,42.12,0,0
NE,Lincoln,1948,R,4419,51.68,4131,48.32,0,0
NE,Lincoln,1952,R,8292,69,3726,31,0,0
NE,Lincoln,1956,R,7523,62.7,4475,37.3,0,0
NE,Lincoln,1960,R,7685,61.49,4812,38.51,0,0
NE,Lincoln,1964,R,4811,42.74,6446,57.26,0,0
NE,Lincoln,1968,R,5996,58.39,3491,34,782,7.62
NE,Lincoln,1972,R,7502,69.97,3220,30.03,0,0
NE,Lincoln,1976,R,7076,55.55,5355,42.04,308,2.42
NE,Lincoln,1980,R,9643,66.6,3768,26.02,1068,7.38
NE,Lincoln,1984,R,10717,70.01,4509,29.46,81,0.53
NE,Lincoln,1988,R,8425,57.57,6118,41.81,91,0.62
NE,Lincoln,1992,R,7054,45.04,5158,32.94,3449,22.02
NE,Lincoln,1996,R,7482,50.54,5165,34.89,2157,14.57
NE,Lincoln,2000,R,9220,61,5205,34.44,689,4.56
NE,Lincoln,2004,R,11056,68.25,4905,30.28,238,1.47
NE,Lincoln,2008,R,10817,66.46,5046,31,414,2.54
NE,Lincoln,2012,R,10728,68.53,4450,28.43,477,3.05
NE,Lincoln,2016,R,12164,75.41,2913,18.06,1054,6.53
NE,Lincoln,2020,R,13071,76.16,3692,21.51,400,2.33
NE,Lincoln,2024,R,12674,76.67,3586,21.69,270,1.63
NE,Logan,1900,R,107,49.77,102,47.44,6,2.79
NE,Logan,1904,R,100,55.56,22,12.22,58,32.22
NE,Logan,1908,R,140,44.73,155,49.52,18,5.75
NE,Logan,1912,R,97,25.33,153,39.95,133,34.73
NE,Logan,1916,R,172,35.1,283,57.76,35,7.14
NE,Logan,1920,R,312,57.78,180,33.33,48,8.89
NE,Logan,1924,R,277,40.56,165,24.16,241,35.29
NE,Logan,1928,R,595,74.38,195,24.38,10,1.25
NE,Logan,1932,R,346,37.32,564,60.84,17,1.83
NE,Logan,1936,R,410,46.91,456,52.17,8,0.92
NE,Logan,1940,R,498,60.51,325,39.49,0,0
NE,Logan,1944,R,450,64.84,244,35.16,0,0
NE,Logan,1948,R,254,52.16,233,47.84,0,0
NE,Logan,1952,R,447,74.13,156,25.87,0,0
NE,Logan,1956,R,367,71.26,148,28.74,0,0
NE,Logan,1960,R,391,70.58,163,29.42,0,0
NE,Logan,1964,R,267,47.42,296,52.58,0,0
NE,Logan,1968,R,363,66.36,130,23.77,54,9.87
NE,Logan,1972,R,320,81.42,73,18.58,0,0
NE,Logan,1976,R,283,57.29,196,39.68,15,3.04
NE,Logan,1980,R,442,82.46,71,13.25,23,4.29
NE,Logan,1984,R,446,86.77,67,13.04,1,0.19
NE,Logan,1988,R,373,79.7,93,19.87,2,0.43
NE,Logan,1992,R,271,60.09,80,17.74,100,22.17
NE,Logan,1996,R,294,65.63,79,17.63,75,16.74
NE,Logan,2000,R,336,81.55,60,14.56,16,3.88
NE,Logan,2004,R,357,83.22,67,15.62,5,1.17
NE,Logan,2008,R,327,78.61,81,19.47,8,1.92
NE,Logan,2012,R,356,82.6,68,15.78,7,1.62
NE,Logan,2016,R,400,88.3,32,7.06,21,4.64
NE,Logan,2020,R,407,90.44,38,8.44,5,1.11
NE,Logan,2024,R,409,92.53,25,5.66,8,1.81
NE,Loup,1900,R,149,51.56,137,47.4,3,1.04
NE,Loup,1904,R,223,66.57,23,6.87,89,26.57
NE,Loup,1908,R,248,53.91,170,36.96,42,9.13
NE,Loup,1912,R,131,28.6,113,24.67,214,46.72
NE,Loup,1916,R,164,38.05,219,50.81,48,11.14
NE,Loup,1920,R,343,66.73,117,22.76,54,10.51
NE,Loup,1924,R,285,47.98,105,17.68,204,34.34
NE,Loup,1928,R,594,83.78,106,14.95,9,1.27
NE,Loup,1932,R,287,40.83,389,55.33,27,3.84
NE,Loup,1936,R,438,55.65,335,42.57,14,1.78
NE,Loup,1940,R,539,65.1,289,34.9,0,0
NE,Loup,1944,R,488,72.84,182,27.16,0,0
NE,Loup,1948,R,294,52.78,263,47.22,0,0
NE,Loup,1952,R,507,82.31,109,17.69,0,0
NE,Loup,1956,R,441,76.03,139,23.97,0,0
NE,Loup,1960,R,445,77.53,129,22.47,0,0
NE,Loup,1964,R,348,66.41,176,33.59,0,0
NE,Loup,1968,R,331,76.44,64,14.78,38,8.78
NE,Loup,1972,R,345,85.61,58,14.39,0,0
NE,Loup,1976,R,299,65.57,140,30.7,17,3.73
NE,Loup,1980,R,368,78.3,74,15.74,28,5.96
NE,Loup,1984,R,323,79.95,79,19.55,2,0.5
NE,Loup,1988,R,295,73.75,98,24.5,7,1.75
NE,Loup,1992,R,234,59.69,59,15.05,99,25.26
NE,Loup,1996,R,229,68.77,74,22.22,30,9.01
NE,Loup,2000,R,284,75.13,84,22.22,10,2.65
NE,Loup,2004,R,314,81.35,68,17.62,4,1.04
NE,Loup,2008,R,302,76.84,86,21.88,5,1.27
NE,Loup,2012,R,290,81.01,62,17.32,6,1.68
NE,Loup,2016,R,323,83.9,48,12.47,14,3.64
NE,Loup,2020,R,370,81.5,75,16.52,9,1.98
NE,Loup,2024,R,354,82.71,73,17.06,1,0.23
NE,Madison,1900,R,2060,54.07,1690,44.36,60,1.57
NE,Madison,1904,R,2210,62.82,1049,29.82,259,7.36
NE,Madison,1908,R,2137,52.52,1878,46.15,54,1.33
NE,Madison,1912,R,1181,29.47,1718,42.87,1108,27.65
NE,Madison,1916,R,2428,49.58,2358,48.15,111,2.27
NE,Madison,1920,R,5171,73.29,1716,24.32,169,2.4
NE,Madison,1924,R,3537,40.68,1959,22.53,3199,36.79
NE,Madison,1928,R,6229,64.32,3407,35.18,48,0.5
NE,Madison,1932,R,3489,31.85,7366,67.24,99,0.9
NE,Madison,1936,R,5149,45.41,6044,53.3,147,1.3
NE,Madison,1940,R,7353,64.87,3982,35.13,0,0
NE,Madison,1944,R,6892,67.14,3373,32.86,0,0
NE,Madison,1948,R,5486,62.41,3304,37.59,0,0
NE,Madison,1952,R,8294,76.21,2589,23.79,0,0
NE,Madison,1956,R,7968,72.99,2949,27.01,0,0
NE,Madison,1960,R,8350,73.25,3050,26.75,0,0
NE,Madison,1964,R,6155,56.91,4661,43.09,0,0
NE,Madison,1968,R,7066,70.35,2364,23.54,614,6.11
NE,Madison,1972,R,8580,79.42,2224,20.58,0,0
NE,Madison,1976,R,7846,68.49,3433,29.97,176,1.54
NE,Madison,1980,R,9718,78.82,1926,15.62,685,5.56
NE,Madison,1984,R,9790,84.48,1757,15.16,42,0.36
NE,Madison,1988,R,9137,76.3,2779,23.21,59,0.49
NE,Madison,1992,R,7877,57.1,2364,17.14,3555,25.77
NE,Madison,1996,R,7965,62.97,3047,24.09,1637,12.94
NE,Madison,2000,R,9636,74.97,2772,21.57,445,3.46
NE,Madison,2004,R,10981,77.94,2934,20.82,174,1.24
NE,Madison,2008,R,9655,68.74,4142,29.49,248,1.77
NE,Madison,2012,R,10062,72.47,3485,25.1,338,2.43
NE,Madison,2016,R,10628,74.1,2711,18.9,1004,7
NE,Madison,2020,R,11940,75.48,3478,21.99,401,2.53
NE,Madison,2024,R,12145,77.13,3360,21.34,242,1.54
NE,McPherson,1900,R,85,59.86,54,38.03,3,2.11
NE,McPherson,1904,R,108,80.6,12,8.96,14,10.45
NE,McPherson,1908,R,234,54.67,165,38.55,29,6.78
NE,McPherson,1912,R,114,19.76,180,31.2,283,49.05
NE,McPherson,1916,R,106,33.33,184,57.86,28,8.81
NE,McPherson,1920,R,229,70.03,75,22.94,23,7.03
NE,McPherson,1924,R,213,40.34,96,18.18,219,41.48
NE,McPherson,1928,R,419,84.31,69,13.88,9,1.81
NE,McPherson,1932,R,291,43.5,367,54.86,11,1.64
NE,McPherson,1936,R,326,55.82,250,42.81,8,1.37
NE,McPherson,1940,R,414,71.63,164,28.37,0,0
NE,McPherson,1944,R,310,72.43,118,27.57,0,0
NE,McPherson,1948,R,209,68.08,98,31.92,0,0
NE,McPherson,1952,R,355,87.01,53,12.99,0,0
NE,McPherson,1956,R,281,74.14,98,25.86,0,0
NE,McPherson,1960,R,303,81.89,67,18.11,0,0
NE,McPherson,1964,R,219,67.8,104,32.2,0,0
NE,McPherson,1968,R,236,76.13,40,12.9,34,10.97
NE,McPherson,1972,R,247,85.47,42,14.53,0,0
NE,McPherson,1976,R,221,66.37,104,31.23,8,2.4
NE,McPherson,1980,R,285,83.09,49,14.29,9,2.62
NE,McPherson,1984,R,295,82.87,57,16.01,4,1.12
NE,McPherson,1988,R,229,78.42,60,20.55,3,1.03
NE,McPherson,1992,R,217,65.96,49,14.89,63,19.15
NE,McPherson,1996,R,233,72.36,50,15.53,39,12.11
NE,McPherson,2000,R,244,81.06,48,15.95,9,2.99
NE,McPherson,2004,R,259,83.01,49,15.71,4,1.28
NE,McPherson,2008,R,240,81.91,45,15.36,8,2.73
NE,McPherson,2012,R,237,81.44,41,14.09,13,4.47
NE,McPherson,2016,R,257,89.55,14,4.88,16,5.57
NE,McPherson,2020,R,275,91.06,17,5.63,10,3.31
NE,McPherson,2024,R,267,94.01,12,4.23,5,1.76
NE,Merrick,1900,R,1212,52.29,996,42.97,110,4.75
NE,Merrick,1904,R,1275,61.09,400,19.17,412,19.74
NE,Merrick,1908,R,1133,46.92,1081,44.76,201,8.32
NE,Merrick,1912,R,526,22.66,950,40.93,845,36.41
NE,Merrick,1916,R,1178,44.82,1349,51.33,101,3.84
NE,Merrick,1920,R,2385,65.11,1075,29.35,203,5.54
NE,Merrick,1924,R,2324,54.34,1137,26.58,816,19.08
NE,Merrick,1928,R,3269,69.57,1403,29.86,27,0.57
NE,Merrick,1932,R,1698,36.16,2881,61.35,117,2.49
NE,Merrick,1936,R,2367,48.43,2401,49.13,119,2.44
NE,Merrick,1940,R,2886,66.31,1466,33.69,0,0
NE,Merrick,1944,R,2691,65.94,1390,34.06,0,0
NE,Merrick,1948,R,2074,62.08,1267,37.92,0,0
NE,Merrick,1952,R,3288,77.31,965,22.69,0,0
NE,Merrick,1956,R,2857,71.73,1126,28.27,0,0
NE,Merrick,1960,R,2744,68.98,1234,31.02,0,0
NE,Merrick,1964,R,1798,50.81,1741,49.19,0,0
NE,Merrick,1968,R,2031,65.88,840,27.25,212,6.88
NE,Merrick,1972,R,2418,73.16,887,26.84,0,0
NE,Merrick,1976,R,2229,60.21,1360,36.74,113,3.05
NE,Merrick,1980,R,2710,73.36,712,19.27,272,7.36
NE,Merrick,1984,R,2700,76.14,818,23.07,28,0.79
NE,Merrick,1988,R,2376,66.15,1192,33.18,24,0.67
NE,Merrick,1992,R,1854,48.65,864,22.67,1093,28.68
NE,Merrick,1996,R,2084,58.67,997,28.07,471,13.26
NE,Merrick,2000,R,2380,71.26,848,25.39,112,3.35
NE,Merrick,2004,R,2771,75.77,833,22.78,53,1.45
NE,Merrick,2008,R,2375,69.22,986,28.74,70,2.04
NE,Merrick,2012,R,2490,71.37,925,26.51,74,2.12
NE,Merrick,2016,R,2926,77.24,602,15.89,260,6.86
NE,Merrick,2020,R,3419,79.85,743,17.35,120,2.8
NE,Merrick,2024,R,3551,81.3,730,16.71,87,1.99
NE,Morrill,1912,R,227,20.3,391,34.97,500,44.72
NE,Morrill,1916,R,470,32.91,888,62.18,70,4.9
NE,Morrill,1920,R,1366,65.52,667,31.99,52,2.49
NE,Morrill,1924,R,1153,45.77,734,29.14,632,25.09
NE,Morrill,1928,R,2318,74.27,765,24.51,38,1.22
NE,Morrill,1932,R,1406,40.45,2008,57.77,62,1.78
NE,Morrill,1936,R,1354,39.78,1999,58.73,51,1.5
NE,Morrill,1940,R,2214,60.08,1471,39.92,0,0
NE,Morrill,1944,R,1998,64.33,1108,35.67,0,0
NE,Morrill,1948,R,1478,52.82,1320,47.18,0,0
NE,Morrill,1952,R,2485,73.48,897,26.52,0,0
NE,Morrill,1956,R,1810,63.75,1029,36.25,0,0
NE,Morrill,1960,R,2020,62.75,1199,37.25,0,0
NE,Morrill,1964,R,1649,57.32,1228,42.68,0,0
NE,Morrill,1968,R,1516,66.46,480,21.04,285,12.49
NE,Morrill,1972,R,1740,76.99,520,23.01,0,0
NE,Morrill,1976,R,1351,56.79,971,40.82,57,2.4
NE,Morrill,1980,R,1893,74.53,512,20.16,135,5.31
NE,Morrill,1984,R,1888,79.8,464,19.61,14,0.59
NE,Morrill,1988,R,1556,66.75,754,32.35,21,0.9
NE,Morrill,1992,R,1185,46.89,577,22.83,765,30.27
NE,Morrill,1996,R,1296,58.86,620,28.16,286,12.99
NE,Morrill,2000,R,1597,74.7,460,21.52,81,3.79
NE,Morrill,2004,R,1755,76.54,495,21.59,43,1.88
NE,Morrill,2008,R,1725,73.37,557,23.69,69,2.93
NE,Morrill,2012,R,1681,76.76,455,20.78,54,2.47
NE,Morrill,2016,R,1802,81.58,284,12.86,123,5.57
NE,Morrill,2020,R,2113,82.6,386,15.09,59,2.31
NE,Morrill,2024,R,2026,83.37,366,15.06,38,1.56
NE,Nance,1900,R,1091,54.77,853,42.82,48,2.41
NE,Nance,1904,R,1198,66.3,311,17.21,298,16.49
NE,Nance,1908,R,1082,52.55,926,44.97,51,2.48
NE,Nance,1912,R,630,32.69,716,37.16,581,30.15
NE,Nance,1916,R,930,43.56,1165,54.57,40,1.87
NE,Nance,1920,R,1877,69.49,746,27.62,78,2.89
NE,Nance,1924,R,1574,47.42,1130,34.05,615,18.53
NE,Nance,1928,R,2299,63.28,1318,36.28,16,0.44
NE,Nance,1932,R,1156,31.58,2479,67.71,26,0.71
NE,Nance,1936,R,1770,46.2,2012,52.52,49,1.28
NE,Nance,1940,R,1963,57.77,1435,42.23,0,0
NE,Nance,1944,R,1697,60.39,1113,39.61,0,0
NE,Nance,1948,R,1339,56.79,1019,43.21,0,0
NE,Nance,1952,R,2112,73.77,751,26.23,0,0
NE,Nance,1956,R,1779,69.55,779,30.45,0,0
NE,Nance,1960,R,1699,62.67,1012,37.33,0,0
NE,Nance,1964,R,1155,46.61,1323,53.39,0,0
NE,Nance,1968,R,1316,60.79,677,31.27,172,7.94
NE,Nance,1972,R,1413,68.79,641,31.21,0,0
NE,Nance,1976,R,1121,53.05,936,44.3,56,2.65
NE,Nance,1980,R,1442,67.29,561,26.18,140,6.53
NE,Nance,1984,R,1393,72.14,525,27.19,13,0.67
NE,Nance,1988,R,1185,59.55,794,39.9,11,0.55
NE,Nance,1992,R,851,42.83,559,28.13,577,29.04
NE,Nance,1996,R,892,51.74,585,33.93,247,14.33
NE,Nance,2000,R,1105,66.37,497,29.85,63,3.78
NE,Nance,2004,R,1237,71.46,459,26.52,35,2.02
NE,Nance,2008,R,1116,65.38,549,32.16,42,2.46
NE,Nance,2012,R,1106,68.23,481,29.67,34,2.1
NE,Nance,2016,R,1261,77.79,281,17.33,79,4.87
NE,Nance,2020,R,1437,78.44,359,19.6,36,1.97
NE,Nance,2024,R,1462,79.28,352,19.09,30,1.63
NE,Nemaha,1880,R,1473,63,857,36.66,8,0.34
NE,Nemaha,1884,R,1690,57.74,1207,41.24,30,1.02
NE,Nemaha,1888,R,1427,51.59,1094,39.55,245,8.86
NE,Nemaha,1892,R,1105,40.96,367,13.6,1226,45.44
NE,Nemaha,1896,R,1449,42.33,1930,56.38,44,1.29
NE,Nemaha,1900,R,1783,48.88,1779,48.77,86,2.36
NE,Nemaha,1904,R,1946,60.64,786,24.49,477,14.86
NE,Nemaha,1908,R,1583,47.3,1674,50.01,90,2.69
NE,Nemaha,1912,R,672,22.5,1374,46,941,31.5
NE,Nemaha,1916,R,1438,45.23,1658,52.15,83,2.61
NE,Nemaha,1920,R,2888,64.02,1512,33.52,111,2.46
NE,Nemaha,1924,R,2378,48.97,1871,38.53,607,12.5
NE,Nemaha,1928,R,3777,68.08,1767,31.85,4,0.07
NE,Nemaha,1932,R,2075,36.35,3593,62.94,41,0.72
NE,Nemaha,1936,R,2720,43.86,3459,55.77,23,0.37
NE,Nemaha,1940,R,3817,59.96,2549,40.04,0,0
NE,Nemaha,1944,R,3267,64.67,1785,35.33,0,0
NE,Nemaha,1948,R,2413,58.85,1687,41.15,0,0
NE,Nemaha,1952,R,3735,72.29,1432,27.71,0,0
NE,Nemaha,1956,R,3141,68.66,1434,31.34,0,0
NE,Nemaha,1960,R,3031,68.76,1377,31.24,0,0
NE,Nemaha,1964,R,1936,48.16,2084,51.84,0,0
NE,Nemaha,1968,R,2290,63.47,1023,28.35,295,8.18
NE,Nemaha,1972,R,2600,74.1,909,25.9,0,0
NE,Nemaha,1976,R,2093,59.06,1406,39.67,45,1.27
NE,Nemaha,1980,R,2695,68.91,930,23.78,286,7.31
NE,Nemaha,1984,R,2752,72.55,1004,26.47,37,0.98
NE,Nemaha,1988,R,2295,60.6,1457,38.47,35,0.92
NE,Nemaha,1992,R,1696,44.01,1110,28.8,1048,27.19
NE,Nemaha,1996,R,1888,51.94,1232,33.89,515,14.17
NE,Nemaha,2000,R,2177,64.62,1063,31.55,129,3.83
NE,Nemaha,2004,R,2595,69.85,1066,28.69,54,1.45
NE,Nemaha,2008,R,2134,61.43,1240,35.69,100,2.88
NE,Nemaha,2012,R,2012,62.6,1128,35.1,74,2.3
NE,Nemaha,2016,R,2116,66.94,785,24.83,260,8.23
NE,Nemaha,2020,R,2428,70.75,921,26.84,83,2.42
NE,Nemaha,2024,R,2443,71.04,915,26.61,81,2.36
NE,Nuckolls,1900,R,1471,49.08,1480,49.38,46,1.53
NE,Nuckolls,1904,R,1615,60.99,585,22.09,448,16.92
NE,Nuckolls,1908,R,1519,49.19,1523,49.32,46,1.49
NE,Nuckolls,1912,R,738,24.46,1312,43.49,967,32.05
NE,Nuckolls,1916,R,1411,43.51,1732,53.41,100,3.08
NE,Nuckolls,1920,R,2637,64.07,1337,32.48,142,3.45
NE,Nuckolls,1924,R,2595,54.02,1596,33.22,613,12.76
NE,Nuckolls,1928,R,3299,65.63,1684,33.5,44,0.88
NE,Nuckolls,1932,R,1812,33.98,3420,64.13,101,1.89
NE,Nuckolls,1936,R,2317,44.81,2778,53.72,76,1.47
NE,Nuckolls,1940,R,3017,61.7,1873,38.3,0,0
NE,Nuckolls,1944,R,2685,62.56,1607,37.44,0,0
NE,Nuckolls,1948,R,2036,52.71,1827,47.29,0,0
NE,Nuckolls,1952,R,3251,70.34,1371,29.66,0,0
NE,Nuckolls,1956,R,2672,64.28,1485,35.72,0,0
NE,Nuckolls,1960,R,2441,60.86,1570,39.14,0,0
NE,Nuckolls,1964,R,1546,41.48,2181,58.52,0,0
NE,Nuckolls,1968,R,1894,59.32,1127,35.3,172,5.39
