state,county,year,winner,rep_votes,rep_pct,dem_votes,dem_pct,other_votes,other_pct
AL,Autauga,1824,,68,12.71,274,51.21,193,36.07
AL,Autauga,1828,,43,6.74,595,93.26,0,0
AL,Autauga,1836,,609,51.87,565,48.13,0,0
AL,Autauga,1840,,591,50.73,574,49.27,0,0
AL,Autauga,1844,,475,42.87,633,57.13,0,0
AL,Autauga,1848,,553,54,471,46,0,0
AL,Autauga,1852,,196,27.11,322,44.54,205,28.35
AL,Autauga,1856,R,0,0,621,56.66,475,43.34
AL,Autauga,1860,R,0,0,392,31.16,866,68.84
AL,Autauga,1868,R,1505,63.88,851,36.12,0,0
AL,Autauga,1872,R,1593,70.42,669,29.58,0,0
AL,Autauga,1876,R,1576,66.22,804,33.78,0,0
AL,Autauga,1880,R,974,49.52,978,49.72,15,0.76
AL,Autauga,1884,R,877,49.02,911,50.92,1,0.06
AL,Autauga,1888,R,519,36.76,893,63.24,0,0
AL,Autauga,1892,R,81,4.13,926,47.24,953,48.62
AL,Autauga,1896,R,289,17.2,1281,76.25,110,6.55
AL,Autauga,1900,R,537,34.36,980,62.7,46,2.94
AL,Autauga,1904,R,73,8.95,733,89.83,10,1.23
AL,Autauga,1908,R,97,12.9,655,87.1,0,0
AL,Autauga,1912,R,43,5.07,622,73.35,183,21.58
AL,Autauga,1916,R,99,11.15,773,87.05,16,1.8
AL,Autauga,1920,R,210,18.44,918,80.6,11,0.97
AL,Autauga,1924,R,146,15.3,781,81.87,27,2.83
AL,Autauga,1928,R,683,43.61,883,56.39,0,0
AL,Autauga,1932,R,138,9.37,1322,89.75,13,0.88
AL,Autauga,1936,R,84,5.19,1525,94.31,8,0.49
AL,Autauga,1940,R,99,5.69,1630,93.62,12,0.69
AL,Autauga,1944,R,117,8.58,1242,91.06,5,0.37
AL,Autauga,1948,R,110,8.55,0,0,1176,91.45
AL,Autauga,1952,R,787,34.1,1505,65.21,16,0.69
AL,Autauga,1956,R,857,37.47,1161,50.77,269,11.76
AL,Autauga,1960,R,1149,45.27,1324,52.17,65,2.56
AL,Autauga,1964,R,2969,85.83,0,0,490,14.17
AL,Autauga,1968,D,606,7.79,1553,19.97,5617,72.24
AL,Autauga,1972,R,5367,75.17,1593,22.31,180,2.52
AL,Autauga,1976,R,4512,48.32,4640,49.69,186,1.99
AL,Autauga,1980,R,6292,56.87,4295,38.82,476,4.3
AL,Autauga,1984,R,8350,70.07,3366,28.25,201,1.69
AL,Autauga,1988,R,7828,67.17,3667,31.47,159,1.36
AL,Autauga,1992,R,8715,55.92,4819,30.92,2051,13.16
AL,Autauga,1996,R,9509,61.66,5015,32.52,898,5.82
AL,Autauga,2000,R,11993,69.69,4942,28.72,273,1.59
AL,Autauga,2004,R,15196,75.67,4758,23.69,127,0.63
AL,Autauga,2008,R,17403,73.61,6093,25.77,145,0.61
AL,Autauga,2012,R,17379,72.49,6363,26.54,231,0.96
AL,Autauga,2016,R,18172,72.77,5936,23.77,865,3.46
AL,Autauga,2020,R,19838,71.44,7503,27.02,429,1.54
AL,Autauga,2024,R,20484,72.43,7439,26.3,358,1.27
AL,Baldwin,1888,R,547,43.04,724,56.96,0,0
AL,Baldwin,1892,R,382,27.64,912,65.99,88,6.37
AL,Baldwin,1896,R,404,34.21,726,61.47,51,4.32
AL,Baldwin,1900,R,396,43,444,48.21,81,8.79
AL,Baldwin,1904,R,126,20.52,454,73.94,34,5.54
AL,Baldwin,1908,R,109,17.06,439,68.7,91,14.24
AL,Baldwin,1912,R,37,4,623,67.28,266,28.73
AL,Baldwin,1916,R,216,18.95,766,67.19,158,13.86
AL,Baldwin,1920,R,556,28.7,1230,63.5,151,7.8
AL,Baldwin,1924,R,549,27.76,1023,51.72,406,20.53
AL,Baldwin,1928,R,1388,51.05,1317,48.44,14,0.51
AL,Baldwin,1932,R,544,19.57,2098,75.47,138,4.96
AL,Baldwin,1936,R,434,14.63,2338,78.8,195,6.57
AL,Baldwin,1940,R,617,17.62,2681,76.58,203,5.8
AL,Baldwin,1944,R,695,25.49,2002,73.41,30,1.1
AL,Baldwin,1948,R,767,22.26,0,0,2678,77.74
AL,Baldwin,1952,R,3179,48.04,3386,51.17,52,0.79
AL,Baldwin,1956,R,4293,51.02,3878,46.08,244,2.9
AL,Baldwin,1960,R,4812,45.24,5647,53.09,177,1.66
AL,Baldwin,1964,R,10870,81.12,0,0,2530,18.88
AL,Baldwin,1968,D,2154,11.87,1821,10.04,14167,78.09
AL,Baldwin,1972,R,15104,82.2,2923,15.91,348,1.89
AL,Baldwin,1976,R,13256,57.72,9191,40.02,520,2.26
AL,Baldwin,1980,R,18652,65.78,8448,29.8,1253,4.42
AL,Baldwin,1984,R,24964,75.55,7272,22.01,809,2.45
AL,Baldwin,1988,R,25933,72.85,9271,26.04,394,1.11
AL,Baldwin,1992,R,26270,56.52,12195,26.24,8011,17.24
AL,Baldwin,1996,R,29487,62.58,12776,27.11,4856,10.31
AL,Baldwin,2000,R,40872,72.37,13997,24.78,1611,2.85
AL,Baldwin,2004,R,52971,76.42,15599,22.5,750,1.08
AL,Baldwin,2008,R,61271,75.26,19386,23.81,756,0.93
AL,Baldwin,2012,R,66016,77.22,18424,21.55,1051,1.23
AL,Baldwin,2016,R,72883,76.55,18458,19.39,3874,4.07
AL,Baldwin,2020,R,83544,76.17,24578,22.41,1557,1.42
AL,Baldwin,2024,R,95798,78.36,24934,20.4,1517,1.24
AL,Barbour,1836,,320,52.37,291,47.63,0,0
AL,Barbour,1840,,1028,61.56,642,38.44,0,0
AL,Barbour,1844,,1113,56.41,860,43.59,0,0
AL,Barbour,1848,,1205,66.25,614,33.75,0,0
AL,Barbour,1852,,297,25.23,309,26.25,571,48.51
AL,Barbour,1856,R,0,0,1445,62.77,857,37.23
AL,Barbour,1860,R,0,0,6,0.25,2359,99.75
AL,Barbour,1868,R,3168,58.91,2210,41.09,0,0
AL,Barbour,1872,R,2756,54.29,2320,45.71,0,0
AL,Barbour,1876,R,162,4.31,3594,95.69,0,0
AL,Barbour,1880,R,1200,30.35,2753,69.63,1,0.03
AL,Barbour,1884,R,700,24.77,2122,75.09,4,0.14
AL,Barbour,1888,R,452,11.35,3530,88.65,0,0
AL,Barbour,1892,R,19,0.34,4315,77.4,1241,22.26
AL,Barbour,1896,R,1437,32.38,2657,59.87,344,7.75
AL,Barbour,1900,R,272,8.98,2714,89.57,44,1.45
AL,Barbour,1904,R,49,3.4,1356,94.04,37,2.57
AL,Barbour,1908,R,43,3.06,1303,92.81,58,4.13
AL,Barbour,1912,R,18,1.41,1155,90.38,105,8.22
AL,Barbour,1916,R,45,3.45,1235,94.64,25,1.92
AL,Barbour,1920,R,203,11.37,1568,87.79,15,0.84
AL,Barbour,1924,R,78,5.33,1340,91.59,45,3.08
AL,Barbour,1928,R,845,35.59,1506,63.44,23,0.97
AL,Barbour,1932,R,64,2.81,2207,96.88,7,0.31
AL,Barbour,1936,R,50,2.04,2386,97.47,12,0.49
AL,Barbour,1940,R,90,3.71,2328,95.88,10,0.41
AL,Barbour,1944,R,67,2.84,2237,94.91,53,2.25
AL,Barbour,1948,R,101,5.65,0,0,1687,94.35
AL,Barbour,1952,R,798,26.16,2250,73.77,2,0.07
AL,Barbour,1956,R,777,22.53,2530,73.35,142,4.12
AL,Barbour,1960,R,1166,34.99,2148,64.47,18,0.54
AL,Barbour,1964,R,3853,79.76,0,0,978,20.24
AL,Barbour,1968,D,386,4.86,1898,23.89,5662,71.26
AL,Barbour,1972,R,4985,70.92,1846,26.26,198,2.82
AL,Barbour,1976,R,3758,43.25,4730,54.43,202,2.32
AL,Barbour,1980,R,4171,46.34,4458,49.53,372,4.13
AL,Barbour,1984,R,5459,53.73,4591,45.18,111,1.09
AL,Barbour,1988,R,4958,55.71,3836,43.11,105,1.18
AL,Barbour,1992,R,4475,42.9,4836,46.36,1120,10.74
AL,Barbour,1996,R,3627,40.51,4787,53.47,539,6.02
AL,Barbour,2000,R,5096,49.02,5188,49.91,111,1.07
AL,Barbour,2004,R,5899,54.74,4832,44.84,46,0.43
AL,Barbour,2008,R,5866,50.44,5697,48.99,67,0.58
AL,Barbour,2012,R,5550,48.19,5912,51.33,55,0.48
AL,Barbour,2016,R,5454,52.1,4871,46.53,144,1.38
AL,Barbour,2020,R,5622,53.45,4816,45.79,80,0.76
AL,Barbour,2024,R,5606,56.88,4158,42.19,91,0.92
AL,Bibb,1904,R,155,11.87,1085,83.08,66,5.05
AL,Bibb,1908,R,139,15.14,670,72.98,109,11.87
AL,Bibb,1912,R,40,3.51,820,71.87,281,24.63
AL,Bibb,1916,R,217,13.67,1247,78.58,123,7.75
AL,Bibb,1920,R,364,16.95,1643,76.49,141,6.56
AL,Bibb,1924,R,251,18.27,875,63.68,248,18.05
AL,Bibb,1928,R,1003,45.61,1188,54.02,8,0.36
AL,Bibb,1932,R,145,8,1636,90.29,31,1.71
AL,Bibb,1936,R,190,9.2,1868,90.42,8,0.39
AL,Bibb,1940,R,173,8.6,1821,90.51,18,0.89
AL,Bibb,1944,R,244,15.78,1287,83.25,15,0.97
AL,Bibb,1948,R,123,9.16,0,0,1220,90.84
AL,Bibb,1952,R,784,28.31,1971,71.18,14,0.51
AL,Bibb,1956,R,1004,38.88,1471,56.97,107,4.14
AL,Bibb,1960,R,1052,38.23,1697,61.66,3,0.11
AL,Bibb,1964,R,2623,83.94,0,0,502,16.06
AL,Bibb,1968,D,263,5.63,652,13.95,3758,80.42
AL,Bibb,1972,R,3332,78.44,837,19.7,79,1.86
AL,Bibb,1976,R,1591,35.56,2850,63.7,33,0.74
AL,Bibb,1980,R,2491,44.3,3097,55.08,35,0.62
AL,Bibb,1984,R,3487,61.32,2167,38.1,33,0.58
AL,Bibb,1988,R,2885,56.06,2244,43.61,17,0.33
AL,Bibb,1992,R,3124,46.49,2900,43.15,696,10.36
AL,Bibb,1996,R,3037,48.2,2775,44.04,489,7.76
AL,Bibb,2000,R,4273,60.17,2710,38.16,118,1.66
AL,Bibb,2004,R,5472,72,2089,27.49,39,0.51
AL,Bibb,2008,R,6262,72.44,2299,26.6,83,0.96
AL,Bibb,2012,R,6132,72.83,2202,26.15,86,1.02
AL,Bibb,2016,R,6738,76.4,1874,21.25,207,2.35
AL,Bibb,2020,R,7525,78.43,1986,20.7,84,0.88
AL,Bibb,2024,R,7572,81.8,1619,17.49,66,0.71
AL,Blount,1824,,3,1.73,167,96.53,3,1.73
AL,Blount,1832,,0,0,443,100,0,0
AL,Blount,1836,,55,10.28,480,89.72,0,0
AL,Blount,1840,,105,12.73,720,87.27,0,0
AL,Blount,1844,,84,9.79,774,90.21,0,0
AL,Blount,1848,,134,20.3,526,79.7,0,0
AL,Blount,1852,,55,11.53,422,88.47,0,0
AL,Blount,1856,R,0,0,770,95.42,37,4.58
AL,Blount,1860,R,0,0,488,39.01,763,60.99
AL,Blount,1868,R,275,37.36,461,62.64,0,0
AL,Blount,1872,R,276,33.45,549,66.55,0,0
AL,Blount,1876,R,347,19.84,1402,80.16,0,0
AL,Blount,1880,R,260,16.48,1318,83.52,0,0
AL,Blount,1884,R,463,23.71,1490,76.29,0,0
AL,Blount,1888,R,375,16.63,1873,83.06,7,0.31
AL,Blount,1892,R,58,1.75,1944,58.8,1304,39.44
AL,Blount,1896,R,2619,51.24,2422,47.39,70,1.37
AL,Blount,1900,R,1134,40.44,1484,52.92,186,6.63
AL,Blount,1904,R,910,37.51,1383,57.01,133,5.48
AL,Blount,1908,R,973,45.34,1133,52.8,40,1.86
AL,Blount,1912,R,567,24.65,1121,48.74,612,26.61
AL,Blount,1916,R,1229,44.71,1488,54.13,32,1.16
AL,Blount,1920,R,3465,49.15,3535,50.14,50,0.71
AL,Blount,1924,R,1518,40.92,2083,56.15,109,2.94
AL,Blount,1928,R,1745,52.06,1607,47.94,0,0
AL,Blount,1932,R,582,20.34,2232,77.99,48,1.68
AL,Blount,1936,R,744,20.88,2788,78.23,32,0.9
AL,Blount,1940,R,855,23.25,2784,75.71,38,1.03
AL,Blount,1944,R,998,31.73,2134,67.85,13,0.41
AL,Blount,1948,R,771,30.08,0,0,1792,69.92
AL,Blount,1952,R,1720,35.19,3161,64.67,7,0.14
AL,Blount,1956,R,2628,44.38,3208,54.17,86,1.45
AL,Blount,1960,R,2557,42.8,3404,56.98,13,0.22
AL,Blount,1964,R,4442,64.67,0,0,2427,35.33
AL,Blount,1968,D,2013,22.15,331,3.64,6742,74.2
AL,Blount,1972,R,6486,79.36,1582,19.36,105,1.28
AL,Blount,1976,R,4233,38.56,6645,60.53,100,0.91
AL,Blount,1980,R,6819,53.59,5656,44.45,249,1.96
AL,Blount,1984,R,8508,68.16,3738,29.95,236,1.89
AL,Blount,1988,R,8754,64.61,4485,33.1,309,2.28
AL,Blount,1992,R,8882,53.81,5433,32.92,2190,13.27
AL,Blount,1996,R,9056,59.09,5061,33.02,1210,7.89
AL,Blount,2000,R,12667,70.48,4977,27.69,329,1.83
AL,Blount,2004,R,17386,80.85,3938,18.31,180,0.84
AL,Blount,2008,R,20389,84.02,3522,14.51,356,1.47
AL,Blount,2012,R,20757,86.27,2970,12.34,333,1.38
AL,Blount,2016,R,22859,89.33,2156,8.43,573,2.24
AL,Blount,2020,R,24711,89.57,2640,9.57,237,0.86
AL,Blount,2024,R,25354,90.03,2576,9.15,233,0.83
AL,Bullock,1868,R,2103,56.28,1634,43.72,0,0
AL,Bullock,1872,R,3101,71.68,1225,28.32,0,0
AL,Bullock,1876,R,959,37.97,1567,62.03,0,0
AL,Bullock,1880,R,656,84.1,124,15.9,0,0
AL,Bullock,1884,R,296,33.67,580,65.98,3,0.34
AL,Bullock,1888,R,465,39.37,716,60.63,0,0
AL,Bullock,1892,R,75,2.2,1844,54.2,1483,43.59
AL,Bullock,1896,R,749,27.11,1867,67.57,147,5.32
AL,Bullock,1900,R,269,14.42,1586,84.99,11,0.59
AL,Bullock,1904,R,0,0,726,99.73,2,0.27
AL,Bullock,1908,R,10,1.26,782,98.74,0,0
AL,Bullock,1912,R,4,0.54,736,99.19,2,0.27
AL,Bullock,1916,R,4,0.53,743,99.2,2,0.27
AL,Bullock,1920,R,2,0.23,877,99.66,1,0.11
AL,Bullock,1924,R,8,1.04,763,98.83,1,0.13
AL,Bullock,1928,R,249,26.27,699,73.73,0,0
AL,Bullock,1932,R,12,1.18,1004,98.72,1,0.1
AL,Bullock,1936,R,5,0.42,1188,99.5,1,0.08
AL,Bullock,1940,R,18,1.36,1301,98.64,0,0
AL,Bullock,1944,R,24,2.22,1056,97.78,0,0
AL,Bullock,1948,R,10,1.24,0,0,799,98.76
AL,Bullock,1952,R,442,32.5,918,67.5,0,0
AL,Bullock,1956,R,304,24.28,812,64.86,136,10.86
AL,Bullock,1960,R,412,35.09,757,64.48,5,0.43
AL,Bullock,1964,R,1516,57.64,0,0,1114,42.36
AL,Bullock,1968,D,190,4.37,1964,45.18,2193,50.45
AL,Bullock,1972,R,2178,47.44,2321,50.56,92,2
AL,Bullock,1976,R,1482,29.1,3536,69.44,74,1.45
AL,Bullock,1980,R,1446,25.65,3960,70.25,231,4.1
AL,Bullock,1984,R,1697,32.02,3537,66.75,65,1.23
AL,Bullock,1988,R,1421,31,3122,68.11,41,0.89
AL,Bullock,1992,R,1253,26.02,3259,67.67,304,6.31
AL,Bullock,1996,R,1154,26.32,3078,70.21,152,3.47
AL,Bullock,2000,R,1433,29.22,3395,69.23,76,1.55
AL,Bullock,2004,R,1494,31.67,3210,68.05,13,0.28
AL,Bullock,2008,R,1391,25.69,4011,74.07,13,0.24
AL,Bullock,2012,R,1251,23.51,4061,76.31,10,0.19
AL,Bullock,2016,R,1140,24.2,3530,74.95,40,0.85
AL,Bullock,2020,R,1146,24.84,3446,74.7,21,0.46
AL,Bullock,2024,R,1101,26.78,2983,72.56,27,0.66
AL,Butler,1904,R,83,8.69,805,84.29,67,7.02
AL,Butler,1908,R,137,15.15,727,80.42,40,4.42
AL,Butler,1912,R,86,7.9,903,83,99,9.1
AL,Butler,1916,R,78,6.24,1162,93.03,9,0.72
AL,Butler,1920,R,153,10.4,1299,88.31,19,1.29
AL,Butler,1924,R,95,7.54,1050,83.33,115,9.13
AL,Butler,1928,R,699,36.14,1235,63.86,0,0
AL,Butler,1932,R,74,3.13,2280,96.45,10,0.42
AL,Butler,1936,R,83,3.39,2358,96.32,7,0.29
AL,Butler,1940,R,52,1.87,2732,97.99,4,0.14
AL,Butler,1944,R,80,4,1915,95.75,5,0.25
AL,Butler,1948,R,91,6.46,0,0,1318,93.54
AL,Butler,1952,R,1087,30.81,2440,69.16,1,0.03
AL,Butler,1956,R,1324,37.48,1958,55.42,251,7.1
AL,Butler,1960,R,1231,29.87,2872,69.69,18,0.44
AL,Butler,1964,R,4002,80.44,0,0,973,19.56
AL,Butler,1968,D,500,6.79,1240,16.85,5621,76.36
AL,Butler,1972,R,4685,76.45,1401,22.86,42,0.69
AL,Butler,1976,R,2909,40.36,4271,59.25,28,0.39
AL,Butler,1980,R,3810,45.53,4156,49.67,402,4.8
AL,Butler,1984,R,4941,56.73,3641,41.81,127,1.46
AL,Butler,1988,R,3923,52.59,3465,46.45,71,0.95
AL,Butler,1992,R,3494,41.21,4021,47.43,963,11.36
AL,Butler,1996,R,3352,43.14,3828,49.27,590,7.59
AL,Butler,2000,R,4127,52.89,3606,46.21,70,0.9
AL,Butler,2004,R,4979,59.16,3413,40.55,24,0.29
AL,Butler,2008,R,5485,56.49,4188,43.14,36,0.37
AL,Butler,2012,R,5087,53.54,4374,46.03,41,0.43
AL,Butler,2016,R,4901,56.13,3726,42.67,105,1.2
AL,Butler,2020,R,5458,57.53,3965,41.79,65,0.69
AL,Butler,2024,R,5172,60.99,3251,38.34,57,0.67
AL,Calhoun,1836,,287,31.06,637,68.94,0,0
AL,Calhoun,1840,,482,27.86,1248,72.14,0,0
AL,Calhoun,1844,,373,21.25,1382,78.75,0,0
AL,Calhoun,1848,,566,30.79,1272,69.21,0,0
AL,Calhoun,1852,,74,7.46,918,92.54,0,0
AL,Calhoun,1856,R,0,0,1687,79.2,443,20.8
AL,Calhoun,1860,R,0,0,54,1.95,2711,98.05
AL,Calhoun,1868,R,600,32.02,1274,67.98,0,0
AL,Calhoun,1872,R,400,18.48,1764,81.52,0,0
AL,Calhoun,1876,R,421,17.11,2040,82.89,0,0
AL,Calhoun,1880,R,509,20.32,1984,79.2,12,0.48
AL,Calhoun,1884,R,1066,34.32,2035,65.52,5,0.16
AL,Calhoun,1888,R,938,25.85,2680,73.87,10,0.28
AL,Calhoun,1892,R,218,4.29,3249,63.91,1617,31.81
AL,Calhoun,1896,R,1222,28.45,2788,64.9,286,6.66
AL,Calhoun,1900,R,567,21.13,1835,68.37,282,10.51
AL,Calhoun,1904,R,287,14.85,1556,80.5,90,4.66
AL,Calhoun,1908,R,570,26.87,1438,67.8,113,5.33
AL,Calhoun,1912,R,238,10.07,1666,70.47,460,19.46
AL,Calhoun,1916,R,442,16.21,2231,81.81,54,1.98
AL,Calhoun,1920,R,1139,24.76,3423,74.4,39,0.85
AL,Calhoun,1924,R,766,27.17,1907,67.65,146,5.18
AL,Calhoun,1928,R,2537,54.5,2117,45.48,1,0.02
AL,Calhoun,1932,R,684,13.39,4392,86,31,0.61
AL,Calhoun,1936,R,581,11.71,4322,87.12,58,1.17
AL,Calhoun,1940,R,645,12.72,4408,86.93,18,0.35
AL,Calhoun,1944,R,694,13.8,4308,85.65,28,0.56
AL,Calhoun,1948,R,856,20.47,0,0,3325,79.53
AL,Calhoun,1952,R,3064,27.37,8023,71.68,106,0.95
AL,Calhoun,1956,R,4473,32.18,9069,65.24,358,2.58
AL,Calhoun,1960,R,4821,33.17,9590,65.97,125,0.86
AL,Calhoun,1964,R,10635,63.13,0,0,6210,36.87
AL,Calhoun,1968,D,3061,11.43,4146,15.48,19568,73.08
AL,Calhoun,1972,R,20364,76.93,5832,22.03,275,1.04
AL,Calhoun,1976,R,11763,35.97,20466,62.59,471,1.44
AL,Calhoun,1980,R,17475,49.17,17017,47.88,1049,2.95
AL,Calhoun,1984,R,23291,61.16,12752,33.49,2039,5.35
AL,Calhoun,1988,R,19806,58.31,12451,36.66,1711,5.04
AL,Calhoun,1992,R,20623,48.18,16453,38.44,5724,13.37
AL,Calhoun,1996,R,18088,49,15725,42.6,3098,8.39
AL,Calhoun,2000,R,22306,57.33,15781,40.56,822,2.11
AL,Calhoun,2004,R,29814,65.89,15083,33.33,352,0.78
AL,Calhoun,2008,R,32348,65.69,16334,33.17,560,1.14
AL,Calhoun,2012,R,30278,65.3,15511,33.45,575,1.24
AL,Calhoun,2016,R,32865,68.66,13242,27.67,1757,3.67
AL,Calhoun,2020,R,35101,68.85,15216,29.85,666,1.31
AL,Calhoun,2024,R,34912,71.76,13194,27.12,547,1.12
AL,Chambers,1904,R,74,4.73,1421,90.8,70,4.47
AL,Chambers,1908,R,50,4.53,1025,92.84,29,2.63
AL,Chambers,1912,R,28,1.71,1486,90.83,122,7.46
AL,Chambers,1916,R,168,8.99,1679,89.88,21,1.12
AL,Chambers,1920,R,322,13.82,1994,85.58,14,0.6
AL,Chambers,1924,R,146,6.91,1922,91,44,2.08
AL,Chambers,1928,R,1732,63.42,999,36.58,0,0
AL,Chambers,1932,R,342,11.78,2550,87.84,11,0.38
AL,Chambers,1936,R,112,2.99,3626,96.9,4,0.11
AL,Chambers,1940,R,110,2.58,4141,97.16,11,0.26
AL,Chambers,1944,R,194,5.3,3458,94.43,10,0.27
AL,Chambers,1948,R,218,12.34,0,0,1549,87.66
AL,Chambers,1952,R,990,13.77,6155,85.61,45,0.63
AL,Chambers,1956,R,1448,21.49,5165,76.67,124,1.84
AL,Chambers,1960,R,1865,26.26,5165,72.74,71,1
AL,Chambers,1964,R,4630,64.42,0,0,2557,35.58
AL,Chambers,1968,D,1082,10.17,1358,12.77,8196,77.06
AL,Chambers,1972,R,8716,79.21,2076,18.87,211,1.92
AL,Chambers,1976,R,5488,46.32,6164,52.03,196,1.65
AL,Chambers,1980,R,4864,40.88,6649,55.88,386,3.24
AL,Chambers,1984,R,8024,59.6,5302,39.38,137,1.02
AL,Chambers,1988,R,7694,59.39,5103,39.39,159,1.23
AL,Chambers,1992,R,5682,43.4,5938,45.36,1471,11.24
AL,Chambers,1996,R,4707,42.42,5515,49.7,875,7.89
AL,Chambers,2000,R,6037,51.01,5616,47.46,181,1.53
AL,Chambers,2004,R,7622,58.49,5347,41.03,63,0.48
AL,Chambers,2008,R,8067,53.94,6799,45.46,90,0.6
AL,Chambers,2012,R,7626,52.13,6871,46.97,132,0.9
AL,Chambers,2016,R,7843,56.42,5784,41.61,273,1.96
AL,Chambers,2020,R,8753,57.27,6365,41.64,166,1.09
AL,Chambers,2024,R,8711,61.15,5405,37.94,129,0.91
AL,Cherokee,1836,,242,57.35,180,42.65,0,0
AL,Cherokee,1840,,377,33.19,759,66.81,0,0
AL,Cherokee,1844,,356,27.15,955,72.85,0,0
AL,Cherokee,1848,,630,40.65,920,59.35,0,0
AL,Cherokee,1852,,242,24.77,735,75.23,0,0
AL,Cherokee,1856,R,455,22.84,1537,77.16,0,0
AL,Cherokee,1860,R,0,0,223,9.08,2233,90.92
AL,Cherokee,1868,R,167,15.46,913,84.54,0,0
AL,Cherokee,1872,R,228,15.69,1225,84.31,0,0
AL,Cherokee,1876,R,293,14.96,1666,85.04,0,0
AL,Cherokee,1880,R,180,11.46,1390,88.54,0,0
AL,Cherokee,1884,R,427,23.41,1397,76.59,0,0
AL,Cherokee,1888,R,333,16.32,1686,82.65,21,1.03
AL,Cherokee,1892,R,139,4.41,1709,54.24,1303,41.35
AL,Cherokee,1896,R,602,24.23,1776,71.47,107,4.31
AL,Cherokee,1900,R,1169,41.94,1167,41.87,451,16.18
AL,Cherokee,1904,R,502,29.67,905,53.49,285,16.84
AL,Cherokee,1908,R,602,42.63,712,50.42,98,6.94
AL,Cherokee,1912,R,88,5.03,814,46.57,846,48.4
AL,Cherokee,1916,R,508,30.31,1136,67.78,32,1.91
AL,Cherokee,1920,R,1576,43.74,1969,54.65,58,1.61
AL,Cherokee,1924,R,845,37.13,1380,60.63,51,2.24
AL,Cherokee,1928,R,1515,62.78,894,37.05,4,0.17
AL,Cherokee,1932,R,359,15.72,1897,83.09,27,1.18
AL,Cherokee,1936,R,374,14.92,2114,84.32,19,0.76
AL,Cherokee,1940,R,381,12.66,2617,86.94,12,0.4
AL,Cherokee,1944,R,408,18.55,1774,80.64,18,0.82
AL,Cherokee,1948,R,217,16.78,0,0,1076,83.22
AL,Cherokee,1952,R,539,16.79,2664,82.96,8,0.25
AL,Cherokee,1956,R,845,24.05,2661,75.75,7,0.2
AL,Cherokee,1960,R,872,21.95,3097,77.95,4,0.1
AL,Cherokee,1964,R,1893,49.7,0,0,1916,50.3
AL,Cherokee,1968,D,343,6.03,462,8.13,4880,85.84
AL,Cherokee,1972,R,3179,71.89,1182,26.73,61,1.38
AL,Cherokee,1976,R,1492,23.85,4668,74.62,96,1.53
AL,Cherokee,1980,R,2482,38.55,3764,58.47,192,2.98
AL,Cherokee,1984,R,3225,51.04,3029,47.93,65,1.03
AL,Cherokee,1988,R,2868,47.01,3176,52.06,57,0.93
AL,Cherokee,1992,R,2745,34.85,4222,53.61,909,11.54
AL,Cherokee,1996,R,3048,36.2,4399,52.24,974,11.57
AL,Cherokee,2000,R,4154,53.1,3497,44.7,172,2.2
AL,Cherokee,2004,R,5923,65.45,3040,33.59,86,0.95
AL,Cherokee,2008,R,7298,74.89,2306,23.66,141,1.45
AL,Cherokee,2012,R,7506,76.65,2132,21.77,154,1.57
AL,Cherokee,2016,R,8953,83.42,1547,14.41,233,2.17
AL,Cherokee,2020,R,10583,86.03,1624,13.2,94,0.76
AL,Cherokee,2024,R,11358,87.33,1553,11.94,95,0.73
AL,Chilton,1868,R,283,29.51,676,70.49,0,0
AL,Chilton,1872,R,237,33.29,475,66.71,0,0
AL,Chilton,1876,R,151,17.18,728,82.82,0,0
AL,Chilton,1880,R,131,15.52,713,84.48,0,0
AL,Chilton,1884,R,295,25.97,841,74.03,0,0
AL,Chilton,1888,R,437,28.41,1101,71.59,0,0
AL,Chilton,1892,R,121,7.24,648,38.78,902,53.98
AL,Chilton,1896,R,310,20.46,1131,74.65,74,4.88
AL,Chilton,1900,R,791,60.29,469,35.75,52,3.96
AL,Chilton,1904,R,648,39.11,738,44.54,271,16.35
AL,Chilton,1908,R,890,54.87,656,40.44,76,4.69
AL,Chilton,1912,R,140,6.23,880,39.18,1226,54.59
AL,Chilton,1916,R,1363,59.31,881,38.34,54,2.35
AL,Chilton,1920,R,2273,69.11,962,29.25,54,1.64
AL,Chilton,1924,R,1595,63.19,848,33.6,81,3.21
AL,Chilton,1928,R,3186,69.37,1402,30.52,5,0.11
AL,Chilton,1932,R,1532,47.09,1664,51.15,57,1.75
AL,Chilton,1936,R,1469,36.23,2565,63.26,21,0.52
AL,Chilton,1940,R,1995,41.99,2746,57.8,10,0.21
AL,Chilton,1944,R,1385,41.02,1984,58.77,7,0.21
AL,Chilton,1948,R,1584,44.38,0,0,1985,55.62
AL,Chilton,1952,R,2563,52.91,2269,46.84,12,0.25
AL,Chilton,1956,R,3139,60.98,1891,36.73,118,2.29
AL,Chilton,1960,R,3201,63.93,1798,35.91,8,0.16
AL,Chilton,1964,R,5202,75.97,0,0,1645,24.03
AL,Chilton,1968,D,1602,18,566,6.36,6734,75.65
AL,Chilton,1972,R,7349,82.88,1356,15.29,162,1.83
AL,Chilton,1976,R,4725,45.5,5550,53.44,110,1.06
AL,Chilton,1980,R,6615,57.64,4706,41,156,1.36
AL,Chilton,1984,R,8243,70.53,2934,25.1,511,4.37
AL,Chilton,1988,R,8761,69.41,3820,30.26,42,0.33
